"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Cntrob",2664,27,59,44,12,1,2,10.14,22.15,16.52,4.5,0.38,0.75
"Coa3",327,2,3,6,0,0,0,6.12,9.17,18.35,0,0,0
"Coa4",264,4,8,5,1,0,1,15.15,30.3,18.94,3.79,0,3.79
"Coa5",225,1,8,1,1,1,2,4.44,35.56,4.44,4.44,4.44,8.89
"Coa6",240,3,8,7,4,0,1,12.5,33.33,29.17,16.67,0,4.17
"Coa7",696,4,16,15,5,1,0,5.75,22.99,21.55,7.18,1.44,0
"Coasy",1692,12,25,26,9,1,2,7.09,14.78,15.37,5.32,0.59,1.18
"Cobll1",3726,34,49,67,27,1,2,9.13,13.15,17.98,7.25,0.27,0.54
"Coch",1659,15,15,21,11,1,0,9.04,9.04,12.66,6.63,0.6,0
"Cog1",2943,15,44,46,19,1,1,5.1,14.95,15.63,6.46,0.34,0.34
"Cog2",2196,18,53,49,24,3,1,8.2,24.13,22.31,10.93,1.37,0.46
"Cog4",2358,24,50,45,21,6,2,10.18,21.2,19.08,8.91,2.54,0.85
"Cog5",2490,28,42,44,22,3,0,11.24,16.87,17.67,8.84,1.2,0
"Cog8",1923,16,29,29,8,0,0,8.32,15.08,15.08,4.16,0,0
"Coil",1722,10,31,32,11,2,4,5.81,18,18.58,6.39,1.16,2.32
"Col10a1",2043,6,51,29,9,0,0,2.94,24.96,14.19,4.41,0,0
"Col11a1",5415,35,130,93,32,5,2,6.46,24.01,17.17,5.91,0.92,0.37
"Col11a2",5070,21,136,110,40,4,1,4.14,26.82,21.7,7.89,0.79,0.2
"Col12a1",9198,79,166,164,75,7,4,8.59,18.05,17.83,8.15,0.76,0.43
"Col13a1",2220,9,52,55,25,7,2,4.05,23.42,24.77,11.26,3.15,0.9
"Col14a1",5397,46,126,103,39,9,3,8.52,23.35,19.08,7.23,1.67,0.56
"Col15a1",4104,31,95,77,32,2,1,7.55,23.15,18.76,7.8,0.49,0.24
"Col16a1",4743,35,98,102,31,1,1,7.38,20.66,21.51,6.54,0.21,0.21
"Col17a1",4413,32,79,96,31,4,1,7.25,17.9,21.75,7.02,0.91,0.23
"Col18a1",5325,27,107,115,43,6,3,5.07,20.09,21.6,8.08,1.13,0.56
"Col19a1",3411,27,92,56,25,4,4,7.92,26.97,16.42,7.33,1.17,1.17
"Col1a1",4362,27,74,80,27,4,0,6.19,16.96,18.34,6.19,0.92,0
"Col1a2",4119,25,81,56,15,0,0,6.07,19.66,13.6,3.64,0,0
"Col20a1",3963,39,69,74,24,3,3,9.84,17.41,18.67,6.06,0.76,0.76
"Col22a1",4842,32,147,104,28,5,4,6.61,30.36,21.48,5.78,1.03,0.83
"Col23a1",1599,3,47,34,10,1,0,1.88,29.39,21.26,6.25,0.63,0
"Col24a1",5202,38,151,108,40,7,2,7.3,29.03,20.76,7.69,1.35,0.38
"Col26a1",1323,6,31,35,14,4,1,4.54,23.43,26.46,10.58,3.02,0.76
"Col27a1",5538,31,110,116,41,7,2,5.6,19.86,20.95,7.4,1.26,0.36
"Col3a1",4395,24,144,76,25,1,2,5.46,32.76,17.29,5.69,0.23,0.46
"Col4a1",5010,20,143,107,39,9,2,3.99,28.54,21.36,7.78,1.8,0.4
"Col4a2",5124,27,149,113,47,8,2,5.27,29.08,22.05,9.17,1.56,0.39
"Col4a3bp",1875,23,37,26,18,1,4,12.27,19.73,13.87,9.6,0.53,2.13
"Col4a4",5049,29,155,113,29,7,3,5.74,30.7,22.38,5.74,1.39,0.59
"Col4a5",5076,32,178,104,24,1,0,6.3,35.07,20.49,4.73,0.2,0
"Col4a6",5076,37,146,81,27,1,0,7.29,28.76,15.96,5.32,0.2,0
"Col5a1",5517,26,114,109,38,4,1,4.71,20.66,19.76,6.89,0.73,0.18
"Col5a2",4494,32,135,87,30,4,2,7.12,30.04,19.36,6.68,0.89,0.45
"Col5a3",5220,27,106,105,46,9,3,5.17,20.31,20.11,8.81,1.72,0.57
"Col6a1",3078,13,63,76,34,2,2,4.22,20.47,24.69,11.05,0.65,0.65
"Col6a2",3105,20,67,85,40,4,0,6.44,21.58,27.38,12.88,1.29,0
"Col6a3",9852,66,161,171,76,4,3,6.7,16.34,17.36,7.71,0.41,0.3
"Col6a4",6930,53,145,125,67,6,4,7.65,20.92,18.04,9.67,0.87,0.58
"Col7a1",8835,70,209,202,63,19,4,7.92,23.66,22.86,7.13,2.15,0.45
"Col8a1",2235,8,59,37,5,3,1,3.58,26.4,16.55,2.24,1.34,0.45
"Col8a2",2100,14,44,31,8,2,2,6.67,20.95,14.76,3.81,0.95,0.95
"Col9a1",2766,21,79,61,15,3,1,7.59,28.56,22.05,5.42,1.08,0.36
"Col9a2",2067,4,41,35,12,5,1,1.94,19.84,16.93,5.81,2.42,0.48
"Col9a3",2043,14,47,38,10,3,1,6.85,23.01,18.6,4.89,1.47,0.49
"Colec12",2229,23,50,47,22,0,1,10.32,22.43,21.09,9.87,0,0.45
"Colgalt1",1854,23,26,35,16,2,1,12.41,14.02,18.88,8.63,1.08,0.54
"Colgalt2",1878,18,40,40,21,7,2,9.58,21.3,21.3,11.18,3.73,1.06
"Colq",1374,12,24,28,8,1,1,8.73,17.47,20.38,5.82,0.73,0.73
"Commd1",732,9,17,7,3,1,2,12.3,23.22,9.56,4.1,1.37,2.73
"Commd10",609,5,11,9,6,0,0,8.21,18.06,14.78,9.85,0,0
"Commd2",600,5,14,9,5,0,0,8.33,23.33,15,8.33,0,0
"Commd3",588,10,10,12,4,1,0,17.01,17.01,20.41,6.8,1.7,0
"Commd4",600,7,6,9,3,1,0,11.67,10,15,5,1.67,0
"Commd5",675,7,12,8,4,1,0,10.37,17.78,11.85,5.93,1.48,0
"Commd6",264,2,4,3,2,0,0,7.58,15.15,11.36,7.58,0,0
"Commd7",603,9,11,9,4,0,0,14.93,18.24,14.93,6.63,0,0
"Commd8",552,4,11,4,4,1,0,7.25,19.93,7.25,7.25,1.81,0
"Commd9",597,6,11,15,8,0,1,10.05,18.43,25.13,13.4,0,1.68
"Comt",798,5,19,16,9,0,0,6.27,23.81,20.05,11.28,0,0
"Comtd1",789,6,9,14,8,0,0,7.6,11.41,17.74,10.14,0,0
"Copb1",2862,31,41,41,22,1,1,10.83,14.33,14.33,7.69,0.35,0.35
"Coprs",522,3,13,14,5,0,1,5.75,24.9,26.82,9.58,0,1.92
"Cops5",1005,12,13,14,7,0,1,11.94,12.94,13.93,6.97,0,1
"Cops6",975,8,13,15,7,2,2,8.21,13.33,15.38,7.18,2.05,2.05
"Cops7b",795,5,15,9,4,0,0,6.29,18.87,11.32,5.03,0,0
"Copz1",534,2,12,11,6,0,0,3.75,22.47,20.6,11.24,0,0
"Copz2",618,2,10,11,6,0,0,3.24,16.18,17.8,9.71,0,0
"Coq10a",780,6,7,6,2,0,0,7.69,8.97,7.69,2.56,0,0
"Coq10b",729,9,8,9,5,0,1,12.35,10.97,12.35,6.86,0,1.37
"Coq2",1125,13,14,22,13,3,1,11.56,12.44,19.56,11.56,2.67,0.89
"Coq3",1113,8,24,9,5,0,1,7.19,21.56,8.09,4.49,0,0.9
"Coq4",801,1,6,12,5,0,0,1.25,7.49,14.98,6.24,0,0
"Coq5",984,7,22,24,14,0,1,7.11,22.36,24.39,14.23,0,1.02
"Coq6",1431,9,20,24,13,3,2,6.29,13.98,16.77,9.08,2.1,1.4
"Coq7",1014,7,17,13,6,1,1,6.9,16.77,12.82,5.92,0.99,0.99
"Coq8b",1602,14,25,33,11,1,0,8.74,15.61,20.6,6.87,0.62,0
"Coq9",942,13,16,17,6,0,1,13.8,16.99,18.05,6.37,0,1.06
"Coro1b",1455,12,24,23,13,2,0,8.25,16.49,15.81,8.93,1.37,0
"Coro1c",1425,6,22,36,24,3,1,4.21,15.44,25.26,16.84,2.11,0.7
"Coro2a",1632,12,27,32,14,1,2,7.35,16.54,19.61,8.58,0.61,1.23
"Coro2b",1443,9,27,28,18,3,1,6.24,18.71,19.4,12.47,2.08,0.69
"Coro6",1416,12,25,29,16,2,1,8.47,17.66,20.48,11.3,1.41,0.71
"Coro6.1",1416,13,26,29,17,2,1,9.18,18.36,20.48,12.01,1.41,0.71
"Coro7",2769,24,42,56,22,3,0,8.67,15.17,20.22,7.95,1.08,0
"Cort",330,3,8,2,1,0,0,9.09,24.24,6.06,3.03,0,0
"Cotl1",429,5,9,15,10,2,1,11.66,20.98,34.97,23.31,4.66,2.33
"Cox10",1332,14,23,14,6,1,1,10.51,17.27,10.51,4.5,0.75,0.75
"Cox11",828,9,15,16,8,0,1,10.87,18.12,19.32,9.66,0,1.21
"Cox14",174,1,1,2,0,0,0,5.75,5.75,11.49,0,0,0
"Cox15",1242,8,14,16,10,0,0,6.44,11.27,12.88,8.05,0,0
"Cox17",192,4,4,2,1,0,0,20.83,20.83,10.42,5.21,0,0
"Cox18",999,6,10,11,5,0,0,6.01,10.01,11.01,5.01,0,0
"Cox19",279,2,4,6,2,1,0,7.17,14.34,21.51,7.17,3.58,0
"Cox20",354,4,10,7,2,0,2,11.3,28.25,19.77,5.65,0,5.65
"Cox4i1",510,6,6,9,3,1,0,11.76,11.76,17.65,5.88,1.96,0
"Cox4i2",519,2,13,10,6,2,2,3.85,25.05,19.27,11.56,3.85,3.85
"Cox5a",441,3,7,8,6,0,0,6.8,15.87,18.14,13.61,0,0
"Cox5b",390,8,7,5,1,0,0,20.51,17.95,12.82,2.56,0,0
"Cox6a1",339,2,3,4,1,0,0,5.9,8.85,11.8,2.95,0,0
"Cox6a2",294,1,4,3,1,0,0,3.4,13.61,10.2,3.4,0,0
"Cox6b1",261,3,1,7,3,0,0,11.49,3.83,26.82,11.49,0,0
"Cox6c",231,0,1,0,0,0,0,0,4.33,0,0,0,0
"Cox7a1",270,6,2,7,3,0,0,22.22,7.41,25.93,11.11,0,0
"Cox7a2",252,1,3,2,1,0,1,3.97,11.9,7.94,3.97,0,3.97
"Cox7a2l",405,4,3,6,2,0,0,9.88,7.41,14.81,4.94,0,0
"Cox7b",243,0,6,2,2,0,0,0,24.69,8.23,8.23,0,0
"Cox7c",192,2,3,3,1,0,0,10.42,15.62,15.62,5.21,0,0
"Cox8a",210,2,3,2,1,0,0,9.52,14.29,9.52,4.76,0,0
"Cp",3261,34,54,42,22,0,1,10.43,16.56,12.88,6.75,0,0.31
"Cpa2",1254,15,18,21,6,1,0,11.96,14.35,16.75,4.78,0.8,0
"Cpa6",1317,15,19,15,5,0,0,11.39,14.43,11.39,3.8,0,0
"Cpeb1",1689,11,34,30,9,1,0,6.51,20.13,17.76,5.33,0.59,0
"Cpeb2",3069,15,30,31,13,0,1,4.89,9.78,10.1,4.24,0,0.33
"Cpeb3",2151,15,40,32,15,1,1,6.97,18.6,14.88,6.97,0.46,0.46
"Cpeb4",2190,15,37,17,8,1,3,6.85,16.89,7.76,3.65,0.46,1.37
"Cped1",3081,34,46,45,19,1,1,11.04,14.93,14.61,6.17,0.32,0.32
"Cplx2",405,1,22,10,6,1,1,2.47,54.32,24.69,14.81,2.47,2.47
"Cplx3",477,4,13,8,5,2,1,8.39,27.25,16.77,10.48,4.19,2.1
"Cpm",1332,8,18,17,7,0,0,6.01,13.51,12.76,5.26,0,0
"Cpne1",1611,18,23,39,19,2,0,11.17,14.28,24.21,11.79,1.24,0
"Cpne2",1647,13,29,33,13,2,2,7.89,17.61,20.04,7.89,1.21,1.21
"Cpne3",1602,16,23,26,13,1,1,9.99,14.36,16.23,8.11,0.62,0.62
"Cpne7",1674,16,27,38,17,2,2,9.56,16.13,22.7,10.16,1.19,1.19
"Cpne8",1734,17,30,22,13,2,1,9.8,17.3,12.69,7.5,1.15,0.58
"Cpne9",1662,22,18,42,18,2,0,13.24,10.83,25.27,10.83,1.2,0
"Cpox",1332,11,24,27,14,1,3,8.26,18.02,20.27,10.51,0.75,2.25
"Cpped1",939,13,19,23,10,0,1,13.84,20.23,24.49,10.65,0,1.06
"Cpq",1413,20,25,17,5,1,1,14.15,17.69,12.03,3.54,0.71,0.71
"Cps1",4503,43,79,71,34,8,3,9.55,17.54,15.77,7.55,1.78,0.67
"Cpsf1",4326,41,65,72,34,5,1,9.48,15.03,16.64,7.86,1.16,0.23
"Cpsf3",2055,19,31,44,23,4,2,9.25,15.09,21.41,11.19,1.95,0.97
"Cpsf3l",1803,19,31,34,13,4,1,10.54,17.19,18.86,7.21,2.22,0.55
"Cpsf4",810,8,10,13,4,0,0,9.88,12.35,16.05,4.94,0,0
"Cpsf6",1767,8,31,30,13,0,0,4.53,17.54,16.98,7.36,0,0
"Cpsf7",1416,7,18,17,7,0,0,4.94,12.71,12.01,4.94,0,0
"Cpt1a",2322,19,33,50,30,4,1,8.18,14.21,21.53,12.92,1.72,0.43
"Cpt1c",2397,23,32,53,19,2,0,9.6,13.35,22.11,7.93,0.83,0
"Cpt2",1977,18,18,34,18,0,1,9.1,9.1,17.2,9.1,0,0.51
"Cptp",651,6,12,10,5,1,0,9.22,18.43,15.36,7.68,1.54,0
"Cpxm1",2169,20,32,44,15,1,1,9.22,14.75,20.29,6.92,0.46,0.46
"Cpxm2",2295,16,42,33,13,0,2,6.97,18.3,14.38,5.66,0,0.87
"Cr1l",1323,9,24,4,2,0,0,6.8,18.14,3.02,1.51,0,0
"Cr2",4227,39,62,45,24,1,0,9.23,14.67,10.65,5.68,0.24,0
"Crabp1",414,7,8,9,8,0,2,16.91,19.32,21.74,19.32,0,4.83
"Crabp2",417,7,10,8,4,0,0,16.79,23.98,19.18,9.59,0,0
"Cracr2b",1185,8,35,15,6,1,1,6.75,29.54,12.66,5.06,0.84,0.84
"Cradd",600,4,14,11,6,1,1,6.67,23.33,18.33,10,1.67,1.67
"Cramp1l",3858,34,55,70,29,4,3,8.81,14.26,18.14,7.52,1.04,0.78
"Crat",1881,19,27,35,18,2,0,10.1,14.35,18.61,9.57,1.06,0
"Crb1",4218,63,74,58,32,2,1,14.94,17.54,13.75,7.59,0.47,0.24
"Crb2",3849,41,54,58,25,0,2,10.65,14.03,15.07,6.5,0,0.52
"Crbn",1338,12,16,21,14,1,0,8.97,11.96,15.7,10.46,0.75,0
"Crcp",447,4,10,4,2,0,2,8.95,22.37,8.95,4.47,0,4.47
"Creb1",1026,11,15,13,5,0,0,10.72,14.62,12.67,4.87,0,0
"Creb3l2",1566,13,33,22,10,0,2,8.3,21.07,14.05,6.39,0,1.28
"Crebbp",7326,42,86,109,47,8,1,5.73,11.74,14.88,6.42,1.09,0.14
"Crebl2",372,5,10,7,5,0,0,13.44,26.88,18.82,13.44,0,0
"Crebrf",1962,24,29,34,16,1,1,12.23,14.78,17.33,8.15,0.51,0.51
"Crebzf",1077,8,23,33,14,1,1,7.43,21.36,30.64,13,0.93,0.93
"Creg1",663,10,8,19,8,1,1,15.08,12.07,28.66,12.07,1.51,1.51
"Creld2",1053,11,21,23,15,2,1,10.45,19.94,21.84,14.25,1.9,0.95
"Crem",1074,10,14,17,8,0,0,9.31,13.04,15.83,7.45,0,0
"Crh",564,3,7,2,1,0,0,5.32,12.41,3.55,1.77,0,0
"Crhbp",969,11,14,18,7,0,0,11.35,14.45,18.58,7.22,0,0
"Crhr1",1248,8,14,10,5,1,0,6.41,11.22,8.01,4.01,0.8,0
"Crip1",387,7,9,7,2,1,1,18.09,23.26,18.09,5.17,2.58,2.58
"Cript",333,4,4,4,2,0,0,12.01,12.01,12.01,6.01,0,0
"Crispld1",1503,14,22,20,12,2,1,9.31,14.64,13.31,7.98,1.33,0.67
"Crispld2",1488,10,20,14,7,0,0,6.72,13.44,9.41,4.7,0,0
"Crk",915,7,18,11,5,1,2,7.65,19.67,12.02,5.46,1.09,2.19
"Crkl",912,3,12,18,5,1,0,3.29,13.16,19.74,5.48,1.1,0
"Crlf1",1278,6,24,20,10,0,0,4.69,18.78,15.65,7.82,0,0
"Crlf2",1080,9,17,30,17,1,2,8.33,15.74,27.78,15.74,0.93,1.85
"Crlf3",1329,14,24,25,12,2,0,10.53,18.06,18.81,9.03,1.5,0
"Crls1",912,7,5,6,3,1,1,7.68,5.48,6.58,3.29,1.1,1.1
"Crnkl1",2073,14,44,22,15,2,0,6.75,21.23,10.61,7.24,0.96,0
"Crocc",6030,43,189,107,54,12,2,7.13,31.34,17.74,8.96,1.99,0.33
"Crot",1839,21,32,23,13,3,3,11.42,17.4,12.51,7.07,1.63,1.63
"Crtac1",1941,16,26,43,26,2,0,8.24,13.4,22.15,13.4,1.03,0
"Crtam",1182,9,15,10,4,1,1,7.61,12.69,8.46,3.38,0.85,0.85
"Crtap",1203,13,20,26,11,2,0,10.81,16.63,21.61,9.14,1.66,0
"Crtc1",1893,14,31,44,20,4,2,7.4,16.38,23.24,10.57,2.11,1.06
"Crtc2",2079,18,37,31,11,2,1,8.66,17.8,14.91,5.29,0.96,0.48
"Crtc3",1860,8,24,27,10,1,1,4.3,12.9,14.52,5.38,0.54,0.54
"Cry1",1821,13,37,27,13,3,1,7.14,20.32,14.83,7.14,1.65,0.55
"Cryab",528,4,14,10,6,0,1,7.58,26.52,18.94,11.36,0,1.89
"Crybb1",753,4,12,11,3,0,0,5.31,15.94,14.61,3.98,0,0
"Crybg3",3321,33,78,58,28,5,2,9.94,23.49,17.46,8.43,1.51,0.6
"Cryl1",960,7,18,16,8,0,1,7.29,18.75,16.67,8.33,0,1.04
"Cryz",996,4,13,12,10,3,2,4.02,13.05,12.05,10.04,3.01,2.01
"Cryzl1",1047,4,21,8,7,1,3,3.82,20.06,7.64,6.69,0.96,2.87
"Cs",1395,13,20,25,10,0,1,9.32,14.34,17.92,7.17,0,0.72
"Csad",1482,11,33,26,8,1,1,7.42,22.27,17.54,5.4,0.67,0.67
"Csdc2",465,0,6,10,7,0,1,0,12.9,21.51,15.05,0,2.15
"Csde1",2397,29,38,34,15,2,1,12.1,15.85,14.18,6.26,0.83,0.42
"Csf1",1659,16,35,45,18,2,1,9.64,21.1,27.12,10.85,1.21,0.6
"Csf1r",2934,30,44,57,20,0,1,10.22,15,19.43,6.82,0,0.34
"Csf2ra",1167,9,15,37,20,1,4,7.71,12.85,31.71,17.14,0.86,3.43
"Csf2rb",2691,17,49,43,15,1,1,6.32,18.21,15.98,5.57,0.37,0.37
"Csf2rb2",2637,19,50,48,18,3,1,7.21,18.96,18.2,6.83,1.14,0.38
"Csf3r",2514,22,43,46,14,1,0,8.75,17.1,18.3,5.57,0.4,0
"Csgalnact1",1593,20,31,28,10,4,1,12.55,19.46,17.58,6.28,2.51,0.63
"Csgalnact2",1629,12,26,26,11,2,1,7.37,15.96,15.96,6.75,1.23,0.61
"Csk",1353,13,25,19,10,1,1,9.61,18.48,14.04,7.39,0.74,0.74
"Csl",1401,14,18,20,9,0,1,9.99,12.85,14.28,6.42,0,0.71
"Csmd1",10695,117,167,182,85,12,3,10.94,15.61,17.02,7.95,1.12,0.28
"Csmd2",10836,90,136,192,75,8,3,8.31,12.55,17.72,6.92,0.74,0.28
"Csmd3",11124,134,235,151,57,6,3,12.05,21.13,13.57,5.12,0.54,0.27
"Csnk1a1",1125,13,14,17,7,1,1,11.56,12.44,15.11,6.22,0.89,0.89
"Csnk1g1",1386,19,23,22,5,1,0,13.71,16.59,15.87,3.61,0.72,0
"Csnk2a2",1053,12,13,18,7,1,0,11.4,12.35,17.09,6.65,0.95,0
"Cspg4",6984,57,98,123,52,2,2,8.16,14.03,17.61,7.45,0.29,0.29
"Cspp1",3594,29,63,56,34,1,3,8.07,17.53,15.58,9.46,0.28,0.83
"Csrnp1",1752,10,39,33,12,1,1,5.71,22.26,18.84,6.85,0.57,0.57
"Csrp2",582,7,8,6,2,0,0,12.03,13.75,10.31,3.44,0,0
"Csrp2bp",2340,19,69,48,23,4,4,8.12,29.49,20.51,9.83,1.71,1.71
"Cst3",423,3,8,7,2,0,0,7.09,18.91,16.55,4.73,0,0
"Cst6",450,7,7,11,4,0,0,15.56,15.56,24.44,8.89,0,0
"Cstb",297,2,2,5,2,0,1,6.73,6.73,16.84,6.73,0,3.37
"Cstf1",1296,10,15,26,14,0,0,7.72,11.57,20.06,10.8,0,0
"Cstf2",1743,13,49,29,11,3,1,7.46,28.11,16.64,6.31,1.72,0.57
"Cstf3",2154,14,42,33,18,1,1,6.5,19.5,15.32,8.36,0.46,0.46
"Ctbp2",2967,27,43,45,17,2,1,9.1,14.49,15.17,5.73,0.67,0.34
"Ctbs",1101,12,12,15,7,0,0,10.9,10.9,13.62,6.36,0,0
"Ctc1",3639,39,53,57,19,0,2,10.72,14.56,15.66,5.22,0,0.55
"Ctcfl",1911,13,37,38,20,5,3,6.8,19.36,19.88,10.47,2.62,1.57
"Ctdnep1",735,6,12,15,9,0,1,8.16,16.33,20.41,12.24,0,1.36
"Ctdp1",2883,18,56,51,26,2,2,6.24,19.42,17.69,9.02,0.69,0.69
"Ctdsp1",786,3,12,19,11,2,1,3.82,15.27,24.17,13.99,2.54,1.27
"Ctdspl",831,4,13,25,12,0,1,4.81,15.64,30.08,14.44,0,1.2
"Ctdspl2",1398,11,23,19,12,2,1,7.87,16.45,13.59,8.58,1.43,0.72
"Ctf1",612,3,9,8,3,0,0,4.9,14.71,13.07,4.9,0,0
"Ctf2",615,6,5,12,2,0,0,9.76,8.13,19.51,3.25,0,0
"Ctgf",1047,10,13,23,11,0,0,9.55,12.42,21.97,10.51,0,0
"Cth",1197,7,23,16,7,1,0,5.85,19.21,13.37,5.85,0.84,0
"Cthrc1",738,2,18,7,1,0,0,2.71,24.39,9.49,1.36,0,0
"Ctif",1872,11,38,49,29,6,1,5.88,20.3,26.18,15.49,3.21,0.53
"Ctla2a",414,3,7,9,4,0,0,7.25,16.91,21.74,9.66,0,0
"Ctnna1",2721,25,48,51,20,1,1,9.19,17.64,18.74,7.35,0.37,0.37
"Ctnna2",2901,19,56,50,30,5,1,6.55,19.3,17.24,10.34,1.72,0.34
"Ctnna3",2688,22,49,47,23,3,2,8.18,18.23,17.49,8.56,1.12,0.74
"Ctnnal1",2196,23,40,43,25,2,1,10.47,18.21,19.58,11.38,0.91,0.46
"Ctnnb1",2346,23,47,47,22,3,1,9.8,20.03,20.03,9.38,1.28,0.43
"Ctnnbl1",1692,7,35,35,26,3,1,4.14,20.69,20.69,15.37,1.77,0.59
"Ctnnd1",2904,25,62,55,28,3,2,8.61,21.35,18.94,9.64,1.03,0.69
"Ctnnd2",3741,19,51,58,25,3,1,5.08,13.63,15.5,6.68,0.8,0.27
"Ctns",1104,13,13,16,6,1,1,11.78,11.78,14.49,5.43,0.91,0.91
"Ctps2",1761,19,29,21,13,2,1,10.79,16.47,11.93,7.38,1.14,0.57
"Ctr9",3522,33,66,53,26,1,2,9.37,18.74,15.05,7.38,0.28,0.57
"Cts8",1002,12,22,14,6,0,3,11.98,21.96,13.97,5.99,0,2.99
"Ctsa",1479,20,21,26,14,4,1,13.52,14.2,17.58,9.47,2.7,0.68
"Ctsc",1389,18,20,17,5,0,2,12.96,14.4,12.24,3.6,0,1.44
"Ctsd",1233,6,18,23,14,3,1,4.87,14.6,18.65,11.35,2.43,0.81
"Ctsh",1002,9,17,8,3,0,2,8.98,16.97,7.98,2.99,0,2
"Ctsk",990,7,13,15,4,0,0,7.07,13.13,15.15,4.04,0,0
"Ctso",939,9,16,10,5,2,2,9.58,17.04,10.65,5.32,2.13,2.13
"Ctss",1026,10,11,17,8,0,0,9.75,10.72,16.57,7.8,0,0
"Ctsz",921,10,10,17,2,1,1,10.86,10.86,18.46,2.17,1.09,1.09
"Cttnbp2",4947,51,89,87,42,4,3,10.31,17.99,17.59,8.49,0.81,0.61
"Cttnbp2nl",1917,13,30,29,14,1,1,6.78,15.65,15.13,7.3,0.52,0.52
"Ctu1",1263,4,20,21,8,1,1,3.17,15.84,16.63,6.33,0.79,0.79
"Ctu2",1545,4,21,24,15,1,1,2.59,13.59,15.53,9.71,0.65,0.65
"Ctxn2",249,3,1,4,0,0,0,12.05,4.02,16.06,0,0,0
"Ctxn3",243,0,5,3,1,0,0,0,20.58,12.35,4.12,0,0
"Cul4b",2913,28,26,24,14,0,1,9.61,8.93,8.24,4.81,0,0.34
"Cul5",2568,24,34,32,18,2,0,9.35,13.24,12.46,7.01,0.78,0
"Cul7",5070,38,97,61,24,3,2,7.5,19.13,12.03,4.73,0.59,0.39
"Cuta",534,5,8,1,1,0,0,9.36,14.98,1.87,1.87,0,0
"Cutc",819,9,21,15,6,0,1,10.99,25.64,18.32,7.33,0,1.22
"Cwc15",690,9,14,11,7,0,1,13.04,20.29,15.94,10.14,0,1.45
"Cwc22",2727,16,55,47,28,3,4,5.87,20.17,17.24,10.27,1.1,1.47
"Cwc25",1251,2,38,16,7,3,2,1.6,30.38,12.79,5.6,2.4,1.6
"Cwc27",1410,11,33,20,12,0,4,7.8,23.4,14.18,8.51,0,2.84
"Cwf19l1",1614,10,31,18,10,0,1,6.2,19.21,11.15,6.2,0,0.62
"Cwf19l2",2664,22,53,37,21,3,2,8.26,19.89,13.89,7.88,1.13,0.75
"Cwh43",2100,21,29,30,13,3,1,10,13.81,14.29,6.19,1.43,0.48
"Cx3cr1",1065,6,10,20,12,0,0,5.63,9.39,18.78,11.27,0,0
"Cxadr",1098,8,14,23,13,0,0,7.29,12.75,20.95,11.84,0,0
"Cxcl12",360,1,5,5,4,1,0,2.78,13.89,13.89,11.11,2.78,0
"Cxcl15",504,3,6,8,3,1,0,5.95,11.9,15.87,5.95,1.98,0
"Cxcl16",741,5,10,12,5,0,0,6.75,13.5,16.19,6.75,0,0
"Cxcl9",381,2,5,3,0,0,0,5.25,13.12,7.87,0,0,0
"Cxcr2",1080,8,12,12,4,1,2,7.41,11.11,11.11,3.7,0.93,1.85
"Cxcr4",1080,11,14,19,8,2,0,10.19,12.96,17.59,7.41,1.85,0
"Cxx1c",339,1,7,8,4,0,1,2.95,20.65,23.6,11.8,0,2.95
"Cxxc1",1983,20,29,33,16,1,2,10.09,14.62,16.64,8.07,0.5,1.01
"Cxxc4",1101,6,9,10,4,0,0,5.45,8.17,9.08,3.63,0,0
"Cyb561a3",729,9,7,3,2,1,0,12.35,9.6,4.12,2.74,1.37,0
"Cyb561d1",690,7,7,9,3,1,2,10.14,10.14,13.04,4.35,1.45,2.9
"Cyb561d2",669,6,2,4,1,0,0,8.97,2.99,5.98,1.49,0,0
"Cyb5a",405,3,6,6,4,1,0,7.41,14.81,14.81,9.88,2.47,0
"Cyb5b",441,2,6,5,3,1,1,4.54,13.61,11.34,6.8,2.27,2.27
"Cyb5d1",687,10,13,11,3,0,0,14.56,18.92,16.01,4.37,0,0
"Cyb5d2",792,12,17,14,6,1,0,15.15,21.46,17.68,7.58,1.26,0
"Cyb5r1",918,7,14,13,5,2,1,7.63,15.25,14.16,5.45,2.18,1.09
"Cyb5r3",942,7,20,16,10,4,2,7.43,21.23,16.99,10.62,4.25,2.12
"Cyb5rl",951,7,21,20,10,2,1,7.36,22.08,21.03,10.52,2.1,1.05
"Cyba",579,3,12,7,3,0,1,5.18,20.73,12.09,5.18,0,1.73
"Cybb",1713,20,27,24,11,2,1,11.68,15.76,14.01,6.42,1.17,0.58
"Cybrd1",873,4,12,12,5,0,0,4.58,13.75,13.75,5.73,0,0
"Cyc1",978,5,11,9,2,0,1,5.11,11.25,9.2,2.04,0,1.02
"Cycs",318,2,8,4,1,1,0,6.29,25.16,12.58,3.14,3.14,0
"Cygb",573,6,17,8,5,1,1,10.47,29.67,13.96,8.73,1.75,1.75
"Cyp11a1",1581,21,25,28,6,0,0,13.28,15.81,17.71,3.8,0,0
"Cyp1b1",1632,11,17,24,15,2,0,6.74,10.42,14.71,9.19,1.23,0
